title,year,feminism,dubious,stars,numVotes,titleType,runtimeMinutes,first_genre,second_genre,third_genre,full feminist
"Vampire Bat, The",1933,3,no,5.7,3012.0,movie,65.0,Drama,Horror,Mystery,1
42nd Street,1933,3,yes,7.3,12920.0,movie,89.0,Comedy,Drama,Musical,1
Day of Reckoning,1933,3,no,6.4,272.0,movie,69.0,Drama,,,1
Duck Soup,1933,1,no,7.7,62473.0,movie,69.0,Comedy,Musical,,0
Tomorrow at Seven,1933,3,yes,5.6,397.0,movie,62.0,Comedy,Crime,Drama,1
Gold Diggers of 1933,1933,3,no,7.7,9056.0,movie,97.0,Comedy,Drama,Musical,1
Female,1933,3,no,6.7,1884.0,movie,60.0,Comedy,Drama,Romance,1
A Study in Scarlet,1933,3,yes,5.6,1167.0,movie,72.0,Mystery,Thriller,,1
"Peanut Vendor, The",1933,0,no,6.2,166.0,short,11.0,Animation,Music,Short,0
"Invisible Man, The",1933,1,no,7.6,39573.0,movie,71.0,Horror,Sci-Fi,,0
Baby Face,1933,3,no,7.5,8008.0,movie,71.0,Drama,Romance,,1
Design for Living,1933,1,no,7.4,7660.0,movie,91.0,Comedy,Mystery,Romance,0
Cavalcade,1933,3,no,5.8,5815.0,movie,112.0,Drama,Romance,War,1
It Happened One Night,1934,3,no,8.1,111167.0,movie,105.0,Comedy,Romance,,1
"Cat&#39;s-Paw, The",1934,1,no,6.6,1367.0,movie,102.0,Comedy,,,0
"Scarlet Empress, The",1934,3,no,7.5,7176.0,movie,104.0,Drama,History,Romance,1
"Painted Veil, The",1934,1,no,6.5,1688.0,movie,85.0,Drama,Romance,,0
"Count of Monte Cristo, The",1934,1,no,7.4,3202.0,movie,113.0,Action,Adventure,Drama,0
Cleopatra,1934,1,no,6.8,4550.0,movie,100.0,Biography,Drama,History,0
Of Human Bondage,1934,1,no,7.0,8252.0,movie,83.0,Drama,Romance,,0
L&#39;atalante,1934,0,no,7.7,17329.0,movie,89.0,Comedy,Drama,Romance,0
"Lost Patrol, The",1934,0,no,6.8,3573.0,movie,73.0,Action,Adventure,Drama,0
Spitfire,1934,3,no,5.4,896.0,movie,87.0,Drama,,,1
Maniac,1934,3,no,3.7,2680.0,movie,51.0,Horror,Sci-Fi,,1
Anne of Green Gables,1934,3,no,7.0,1429.0,movie,78.0,Comedy,Drama,Family,1
Lost in the Stratosphere,1934,2,no,4.3,136.0,movie,64.0,Action,Adventure,Comedy,0
Search for Beauty,1934,3,no,6.1,732.0,movie,78.0,Comedy,Crime,Romance,1
Evelyn Prentice,1934,3,no,6.9,1847.0,movie,79.0,Drama,Mystery,Romance,1
"Man Who Knew Too Much, The",1934,3,no,6.7,20912.0,movie,75.0,Crime,Mystery,Thriller,1
Imitation of Life,1934,3,no,7.5,5558.0,movie,111.0,Comedy,Drama,Romance,1
Mystery Liner,1934,0,no,4.6,500.0,movie,62.0,Adventure,Mystery,,0
Top Hat,1935,2,no,7.7,20533.0,movie,101.0,Comedy,Musical,Romance,0
"39 Steps, The",1935,3,no,7.6,61008.0,movie,86.0,Crime,Mystery,Thriller,1
Anna Karenina,1935,2,no,7.0,5734.0,movie,95.0,Drama,Romance,,0
Mutiny on the Bounty,1935,1,no,7.6,24613.0,movie,132.0,Adventure,Biography,Drama,0
Naughty Marietta,1935,3,no,6.5,1505.0,movie,105.0,Drama,Musical,Romance,1
Roberta,1935,3,no,7.0,3621.0,movie,106.0,Comedy,Musical,Romance,1
Magnificent Obsession,1935,3,no,6.8,1096.0,movie,112.0,Drama,Romance,,1
A Night At The Opera,1935,1,no,7.8,34536.0,movie,96.0,Comedy,Music,Musical,0
"Bride of Frankenstein, The",1935,3,no,7.8,52719.0,movie,75.0,Drama,Horror,Sci-Fi,1
"Lady in Scarlet, The",1935,2,no,6.0,186.0,movie,65.0,Mystery,Romance,,0
"Riverside Murder, The",1935,2,yes,5.8,362.0,movie,64.0,Crime,Mystery,,0
Mad Love,1935,2,no,7.2,5825.0,movie,68.0,Horror,Romance,Sci-Fi,0
Swing Time,1936,1,no,7.5,14499.0,movie,103.0,Comedy,Musical,Romance,0
Modern Times,1936,0,no,8.5,257117.0,movie,87.0,Comedy,Drama,Romance,0
"Charge of the Light Brigade, The",1936,1,no,7.0,5433.0,movie,115.0,Action,Adventure,Romance,0
San Francisco,1936,1,no,7.2,6049.0,movie,115.0,Drama,Music,Romance,0
Wife vs. Secretary,1936,2,no,7.0,3839.0,movie,88.0,Comedy,Drama,Romance,0
"Petrified Forest, The",1936,3,no,7.5,14805.0,movie,82.0,Drama,Thriller,,1
Mr. Deeds Goes to Town,1936,3,no,7.8,22983.0,movie,115.0,Comedy,Drama,Romance,1
Born to Dance,1936,3,no,6.7,1906.0,movie,106.0,Comedy,Musical,Romance,1
Revolt of the Zombies,1936,0,no,3.4,1864.0,movie,65.0,Adventure,Horror,,0
Earthworm Tractors,1936,1,no,6.3,483.0,movie,69.0,Comedy,,,0
Osaka Elegy,1936,3,no,7.2,2571.0,movie,71.0,Comedy,Drama,,1
Theodora Goes Wild,1936,3,no,7.1,2929.0,movie,94.0,Comedy,Mystery,Romance,1
"Great Ziegfeld, The",1936,3,no,6.6,8868.0,movie,176.0,Drama,Musical,,1
"Mandarin Mystery, The",1936,3,yes,5.3,449.0,movie,66.0,Comedy,Crime,Film-Noir,1
"Only Son, The",1936,3,no,7.7,3987.0,movie,87.0,Drama,,,1
Camille,1936,3,no,7.3,8651.0,movie,109.0,Drama,Romance,,1
Pennies from Heaven,1936,3,no,6.5,787.0,movie,81.0,Comedy,Drama,Music,1
Romeo and Juliet,1936,3,yes,6.5,2191.0,movie,125.0,Drama,Romance,,1
Bullets or Ballots,1936,3,no,7.0,3426.0,movie,82.0,Crime,Drama,Film-Noir,1
My Man Godfrey,1936,2,no,7.9,26208.0,movie,94.0,Comedy,Drama,Romance,0
Sabotage,1936,3,no,7.0,18512.0,movie,76.0,Crime,Thriller,,1
Fury,1936,2,no,7.8,13609.0,movie,92.0,Crime,Drama,Film-Noir,0
Murder at Glen Athol,1936,3,no,5.9,296.0,movie,67.0,Crime,Mystery,Romance,1
Il caso Valdemar,1936,0,no,6.9,173.0,short,12.0,Horror,Short,,0
These Three,1936,2,yes,7.4,2991.0,movie,93.0,Drama,Romance,,0
Secret Agent,1936,3,no,6.4,8955.0,movie,86.0,Mystery,Thriller,,1
Dracula&#39;s Daughter,1936,3,no,6.3,7894.0,movie,71.0,Drama,Fantasy,Horror,1
Shall We Dance,1937,1,no,7.4,7814.0,movie,109.0,Comedy,Musical,Romance,0
Stage Door,1937,3,yes,7.7,8963.0,movie,92.0,Comedy,Drama,Romance,1
Stella Dallas,1937,3,no,7.4,6203.0,movie,106.0,Drama,Romance,,1
Conquest,1937,2,no,6.5,1668.0,movie,113.0,Drama,History,Mystery,0
Topper,1937,2,no,7.2,8247.0,movie,97.0,Comedy,Fantasy,Romance,0
Lost Horizon,1937,2,no,7.6,14336.0,movie,132.0,Adventure,Drama,Fantasy,0
"Prisoner of Zenda, The",1937,1,no,7.6,5016.0,movie,101.0,Adventure,Drama,Romance,0
Knight Without Armor,1937,2,no,6.7,1447.0,movie,107.0,Adventure,Drama,History,0
Parnell,1937,2,no,5.4,558.0,movie,118.0,Biography,Drama,Romance,0
Snow White and the Seven Dwarfs,1937,3,yes,7.6,213679.0,movie,83.0,Adventure,Animation,Family,1
A Day at the Races,1937,2,no,7.5,14473.0,movie,111.0,Comedy,Family,Musical,0
Nothing Sacred,1937,0,no,6.9,7196.0,movie,77.0,Comedy,Drama,Fantasy,0
Make Way for Tomorrow,1937,3,no,8.2,9396.0,movie,91.0,Drama,Romance,,1
Murder at the Baskervilles (Silver Blaze),1937,1,no,5.7,780.0,movie,71.0,Crime,Mystery,,0
Pepe le Moko,1937,2,yes,7.7,7998.0,movie,94.0,Crime,Drama,Romance,0
"Awful Truth, The",1937,3,no,7.7,21165.0,movie,90.0,Comedy,Romance,,1
"Girl Was Young, The",1937,3,no,6.8,10712.0,movie,80.0,Crime,Mystery,Romance,1
Marked Woman,1937,3,no,7.1,4771.0,movie,96.0,Crime,Film-Noir,Thriller,1
"Bizarre, Bizarre",1937,3,no,7.4,1942.0,movie,94.0,Comedy,,,1
"Life of Emile Zola, The",1937,1,no,7.2,8917.0,movie,116.0,Biography,Drama,,0
Carefree,1938,2,no,7.0,4282.0,movie,83.0,Comedy,Musical,Romance,0
"Lady Vanishes, The",1938,3,no,7.7,56643.0,movie,96.0,Mystery,Thriller,,1
Holiday,1938,3,no,7.7,18038.0,movie,95.0,Comedy,Romance,,1
"Dawn Patrol, The",1938,0,no,7.5,3389.0,movie,103.0,Drama,War,,0
Jezebel,1938,2,no,7.4,14877.0,movie,104.0,Drama,Romance,,0
"Sisters, The",1938,2,no,6.7,2115.0,movie,99.0,Drama,,,0
Boys Town,1938,0,no,7.2,6286.0,movie,96.0,Biography,Drama,Family,0
"Mr. Wong, Detective",1938,1,no,6.0,1205.0,movie,69.0,Adventure,Crime,Drama,0
"Adventures of Robin Hood, The",1938,2,no,7.9,54095.0,movie,102.0,Action,Adventure,Romance,0
Bluebeard&#39;s Eighth Wife,1938,2,no,7.2,4475.0,movie,85.0,Comedy,Romance,,0
Bringing Up Baby,1938,3,no,7.8,65580.0,movie,102.0,Comedy,,,1
Four Daughters,1938,3,no,6.9,2164.0,movie,90.0,Drama,Music,Romance,1
"Mad Miss Manton, The",1938,3,no,6.7,2770.0,movie,80.0,Comedy,Mystery,,1
"Baker&#39;s Wife, The",1938,1,no,7.5,2341.0,movie,133.0,Comedy,Drama,,0
Angels with Dirty Faces,1938,1,yes,7.9,23040.0,movie,97.0,Crime,Drama,Film-Noir,0
"Wizard of Oz, The",1939,3,yes,8.1,424981.0,movie,102.0,Adventure,Family,Fantasy,1
Gone with the Wind,1939,3,yes,8.2,331539.0,movie,238.0,Drama,Romance,War,1
Dodge City,1939,2,yes,7.1,5718.0,movie,104.0,Western,,,0
"Women, The",1939,3,no,7.7,14776.0,movie,133.0,Comedy,Drama,,1
Stagecoach,1939,3,no,7.8,53197.0,movie,96.0,Adventure,Drama,Western,1
Wuthering Heights,1939,2,no,7.5,19569.0,movie,104.0,Drama,Romance,,0
"Goodbye, Mr. Chips",1939,2,no,7.9,11470.0,movie,114.0,Drama,Romance,,0
Ninotchka,1939,3,no,7.8,22648.0,movie,110.0,Comedy,Romance,,1
Juarez,1939,2,no,6.9,2530.0,movie,125.0,Biography,Drama,History,0
Dark Victory,1939,3,no,7.4,12194.0,movie,104.0,Drama,Romance,,1
Essex and Elizabeth,1939,2,no,7.0,6108.0,movie,106.0,Biography,Drama,History,0
Young Mr. Lincoln,1939,2,no,7.5,9103.0,movie,100.0,Biography,Drama,History,0
Jesse James,1939,2,no,7.0,4905.0,movie,106.0,Western,,,0
Drums Along the Mohawk,1939,2,no,7.0,6732.0,movie,104.0,Drama,Romance,War,0
"Story of Alexander Graham Bell, The",1939,2,no,7.0,1184.0,movie,98.0,Biography,Drama,History,0
"Flying Deuces, The",1939,0,no,6.7,5688.0,movie,69.0,Comedy,Family,War,0
"Hunchback of Notre Dame, The",1939,0,no,7.8,12139.0,movie,116.0,Drama,Horror,Romance,0
At the Circus,1939,2,no,6.8,6415.0,movie,87.0,Comedy,Musical,,0
"Gorilla, The",1939,3,no,4.8,1648.0,movie,66.0,Comedy,Horror,,1
Mr. Wong in Chinatown,1939,1,no,5.8,932.0,movie,71.0,Adventure,Crime,Drama,0
Of Mice and Men,1939,1,no,7.8,6751.0,movie,106.0,Adventure,Drama,,0
"Rules of the Game, The",1939,3,no,7.9,31050.0,movie,110.0,Comedy,Drama,,1
Babes in Arms,1939,3,no,6.3,2831.0,movie,94.0,Comedy,Musical,,1
Destry Rides Again,1939,3,no,7.6,12450.0,movie,95.0,Comedy,Western,,1
Nancy Drew... Reporter,1939,3,no,6.5,1445.0,movie,68.0,Comedy,Crime,Family,1
"Adventures of Sherlock Holmes, The",1939,3,no,7.3,7408.0,movie,85.0,Crime,Mystery,Thriller,1
Mr. Smith Goes to Washington,1939,2,no,8.1,120632.0,movie,129.0,Comedy,Drama,,0
Jamaica Inn,1939,3,no,6.3,11063.0,movie,108.0,Adventure,Crime,,1
Le jour se l&egrave;ve,1939,2,no,7.7,8207.0,movie,93.0,Crime,Drama,Romance,0
Gulliver&#39;s Travels,1939,0,no,6.6,4794.0,movie,76.0,Adventure,Animation,Comedy,0
Love Affair,1939,3,no,7.3,6301.0,movie,88.0,Comedy,Drama,Romance,1
Pinocchio,1940,1,no,7.5,158364.0,movie,88.0,Adventure,Animation,Comedy,0
Rebecca,1940,3,no,8.1,145355.0,movie,130.0,Drama,Mystery,Romance,1
"Thief of Bagdad, The",1940,0,no,7.4,14368.0,movie,106.0,Adventure,Family,Fantasy,0
"Mortal Storm, The",1940,3,no,7.7,5951.0,movie,100.0,Drama,,,1
Comrade X,1940,2,no,6.5,1793.0,movie,104.0,Comedy,Romance,,0
Boom Town,1940,1,no,7.0,3744.0,movie,119.0,Drama,Romance,Western,0
Strange Cargo,1940,0,no,6.9,2949.0,movie,113.0,Adventure,Drama,Romance,0
"Return of Frank James, The",1940,0,no,6.6,3642.0,movie,92.0,Drama,Western,,0
"All This, and Heaven Too",1940,2,no,7.4,5341.0,movie,141.0,Drama,Romance,,0
"Letter, The",1940,2,no,7.5,14393.0,movie,95.0,Crime,Drama,Film-Noir,0
"Grapes of Wrath, The",1940,3,no,8.1,99157.0,movie,129.0,Drama,,,1
A Chump at Oxford,1940,0,no,7.2,4265.0,movie,62.0,Comedy,Family,,0
"Ape, The",1940,3,no,4.6,2032.0,movie,62.0,Horror,,,1
Santa Fe Trail,1940,1,no,6.2,4108.0,movie,110.0,Drama,War,Western,0
His Girl Friday,1940,3,yes,7.8,62634.0,movie,92.0,Comedy,Drama,Romance,1
"Sea Hawk, The",1940,3,no,7.6,10612.0,movie,127.0,Action,Adventure,History,1
"Great Dictator, The",1940,3,no,8.4,235571.0,movie,125.0,Comedy,Drama,War,1
Pride and Prejudice,1940,3,no,7.4,9140.0,movie,118.0,Drama,Romance,,1
Primrose Path,1940,3,no,6.8,1755.0,movie,93.0,Drama,Mystery,Romance,1
Chamber of Horrors / Door with the Seven Locks,1940,2,no,5.5,704.0,movie,89.0,Drama,Horror,Mystery,0
"Dance, Girl, Dance",1940,3,no,6.8,3031.0,movie,90.0,Comedy,Drama,Music,1
"Philadelphia Story, The",1940,3,yes,7.9,73293.0,movie,112.0,Comedy,Romance,,1
Fantasia,1940,0,no,7.7,103147.0,movie,124.0,Animation,Family,Fantasy,0
Anne Of Windy Poplars,1940,3,no,6.4,211.0,movie,86.0,Drama,Romance,,1
Gaslight,1940,3,no,7.3,5207.0,movie,84.0,Mystery,Thriller,,1
"Last Alarm, The",1940,3,yes,5.6,226.0,movie,61.0,Action,Adventure,Crime,1
Foreign Correspondent,1940,1,no,7.4,23299.0,movie,120.0,Action,Romance,Thriller,0
"Shop Around the Corner, The",1940,3,yes,8.0,38093.0,movie,99.0,Comedy,Drama,Romance,1
Knute Rockne All American,1940,1,no,6.7,2144.0,movie,98.0,Biography,Drama,Family,0
Two-Faced Woman,1941,2,no,6.2,1960.0,movie,90.0,Comedy,Mystery,Romance,0
"Shanghai Gesture, The",1941,3,no,6.6,2943.0,movie,95.0,Crime,Drama,Film-Noir,1
"Maltese Falcon, The",1941,1,no,8.0,165615.0,movie,100.0,Crime,Film-Noir,Mystery,0
Citizen Kane,1941,1,no,8.3,462518.0,movie,119.0,Drama,Mystery,,0
Dumbo,1941,2,no,7.2,140972.0,movie,64.0,Adventure,Animation,Drama,0
"Little Foxes, The",1941,2,no,7.9,12928.0,movie,116.0,Drama,Romance,,0
"Lady Eve, The",1941,2,no,7.7,23198.0,movie,94.0,Comedy,Romance,,0
"Devil and Miss Jones, The",1941,3,no,7.6,4719.0,movie,92.0,Comedy,Romance,,1
Mr. Bug Goes to Town,1941,1,no,6.9,1394.0,movie,78.0,Animation,Comedy,Family,0
High Sierra,1941,1,no,7.5,19044.0,movie,100.0,Action,Adventure,Drama,0
"Wolf Man, The",1941,2,no,7.2,30361.0,movie,70.0,Horror,Mystery,Romance,0
Cheers for Miss Bishop,1941,3,no,6.5,810.0,movie,95.0,Drama,Romance,,1
Men of Boys Town,1941,1,no,6.6,1221.0,movie,106.0,Drama,,,0
49th Parallel,1941,0,no,7.3,7532.0,movie,123.0,Drama,Thriller,War,0
Buck Privates,1941,3,no,7.0,4703.0,movie,84.0,Comedy,Musical,War,1
Hold That Ghost,1941,3,no,7.3,4228.0,movie,86.0,Comedy,Crime,Horror,1
Meet John Doe,1941,3,no,7.6,14757.0,movie,135.0,Comedy,Drama,Romance,1
Sullivan&#39;s Travels,1941,3,no,7.9,28274.0,movie,90.0,Adventure,Comedy,Drama,1
Murder by Invitation,1941,3,no,5.8,493.0,movie,67.0,Comedy,Crime,Drama,1
Ladies In Retirement,1941,1,no,7.1,1781.0,movie,91.0,Crime,Drama,Film-Noir,0
Suspicion,1941,3,no,7.3,41939.0,movie,99.0,Film-Noir,Mystery,Thriller,1
Sun valley serenade,1941,0,no,7.1,1929.0,movie,86.0,Comedy,,,0
How Green Was My Valley,1941,3,no,7.7,26139.0,movie,118.0,Drama,Family,,1
"Reluctant Dragon, The",1941,3,no,6.7,3768.0,movie,74.0,Animation,Comedy,Family,1
King of the Zombies,1941,3,no,5.2,2473.0,movie,67.0,Adventure,Comedy,Horror,1
"Major and the Minor, The",1942,3,no,7.4,7515.0,movie,100.0,Comedy,Romance,,1
"Now, Voyager",1942,3,no,7.9,18740.0,movie,117.0,Drama,Romance,,1
Casablanca,1942,1,no,8.5,601115.0,movie,102.0,Drama,Romance,War,0
"Magnificent Ambersons, The",1942,2,no,7.6,26521.0,movie,88.0,Drama,Romance,,0
Bambi,1942,1,no,7.3,152843.0,movie,69.0,Adventure,Animation,Drama,0
Son of Fury: The Story of Benjamin Blake,1942,1,no,7.1,1809.0,movie,98.0,Drama,Romance,,0
For Me and My Gal,1942,3,yes,7.0,3806.0,movie,104.0,Musical,Romance,War,1
I Married an Angel,1942,3,no,5.7,567.0,movie,84.0,Comedy,Fantasy,Musical,1
Cat People,1942,3,no,7.2,25686.0,movie,73.0,Fantasy,Horror,Thriller,1
Black Dragons,1942,0,no,4.3,1248.0,movie,64.0,Thriller,War,,0
There Was a Father,1942,0,no,7.6,3106.0,movie,94.0,Drama,,,0
Tales of Manhattan,1942,2,no,7.3,2483.0,movie,118.0,Comedy,Drama,Romance,0
"Man Who Came to Dinner, The",1942,3,no,7.5,8912.0,movie,112.0,Comedy,Romance,,1
Woman of the Year,1942,3,no,7.1,10897.0,movie,114.0,Comedy,Drama,Romance,1
To Be or Not to Be,1942,0,no,8.1,42284.0,movie,99.0,Comedy,Romance,War,0
Sherlock Holmes and the Secret Weapon,1942,1,no,6.5,6576.0,movie,68.0,Adventure,Crime,Drama,0
Saboteur,1956,1,no,7.1,27711.0,movie,109.0,Thriller,War,,0
Mrs. Miniver,1942,3,no,7.6,19245.0,movie,134.0,Drama,Romance,War,1
Saludos Amigos,1942,0,no,6.0,7780.0,short,42.0,Adventure,Animation,Comedy,0
"Corpse Vanishes, The",1942,1,yes,4.6,3480.0,movie,64.0,Horror,Sci-Fi,,0
Old Acquaintance,1943,3,no,7.4,3831.0,movie,110.0,Drama,Romance,,1
Watch on the Rhine,1943,3,no,7.1,4868.0,movie,114.0,Drama,Thriller,,1
Girl Crazy,1943,1,no,6.8,2228.0,movie,99.0,Comedy,Musical,,0
I Walked with a Zombie,1943,3,no,7.0,13546.0,movie,69.0,Drama,Fantasy,Horror,1
"Sky&#39;s the Limit, The",1943,1,no,6.3,1201.0,movie,89.0,Comedy,Musical,Romance,0
Sahara,1943,0,no,7.5,9644.0,movie,97.0,Action,Drama,War,0
Guadalcanal Diary,1943,0,no,6.6,2265.0,movie,93.0,Drama,War,,0
Tender Comrade,1943,3,no,6.2,969.0,movie,102.0,Drama,Romance,War,1
Day of Wrath,1943,3,no,8.1,10967.0,movie,97.0,Drama,History,Horror,1
"Life and Death of Colonel Blimp, The",1943,2,no,8.0,16163.0,movie,163.0,Drama,Romance,War,0
Le Corbeau: The Raven,1943,3,no,7.8,10793.0,movie,92.0,Crime,Drama,Mystery,1
Shadow of a Doubt,1943,3,no,7.8,69908.0,movie,108.0,Film-Noir,Thriller,,1
Judo Saga (Sanshiro Sugata),1943,0,no,6.7,5524.0,movie,79.0,Action,Adventure,Drama,0
Cry &#39;Havoc&#39;,1943,3,no,6.9,1206.0,movie,97.0,Drama,War,,1
Fires Were Started,1943,0,no,6.4,1311.0,movie,63.0,Drama,War,,0
"Ox-Bow Incident, The",1943,1,no,8.0,24748.0,movie,75.0,Drama,Western,,0
So Proudly We Hail!,1943,3,no,7.4,2055.0,movie,126.0,Drama,Romance,War,1
Jane Eyre,1943,3,yes,7.5,9431.0,movie,97.0,Drama,Romance,,1
"More the Merrier, The",1943,1,no,7.6,7360.0,movie,104.0,Comedy,,,0
La main du diable,1943,1,no,7.3,1765.0,movie,78.0,Fantasy,Horror,,0
Angels of Sin,1943,3,no,7.3,1749.0,movie,97.0,Drama,,,1
"Seventh Victim, The",1943,3,no,6.7,7492.0,movie,71.0,Drama,Horror,Mystery,1
China,1943,3,yes,6.6,611.0,movie,79.0,Drama,War,,1
Ossessione,1943,1,no,7.6,8198.0,movie,140.0,Crime,Drama,Romance,0
Arsenic and Old Lace,1944,3,yes,7.9,74584.0,movie,118.0,Comedy,Crime,Thriller,1
Double Indemnity,1944,3,no,8.3,166074.0,movie,107.0,Crime,Drama,Film-Noir,1
Mr. Skeffington,1944,2,no,7.6,6574.0,movie,146.0,Drama,Romance,,0
Meet Me in St. Louis,1944,3,no,7.5,27487.0,movie,113.0,Comedy,Drama,Family,1
Hail the Conquering Hero,1944,2,no,7.6,5100.0,movie,101.0,Comedy,War,,0
Torment,1944,0,no,7.3,3744.0,movie,101.0,Drama,Romance,,0
Window in the Window,1944,1,no,7.6,17597.0,movie,107.0,Crime,Drama,Film-Noir,0
Laura,1944,3,no,7.9,50721.0,movie,88.0,Drama,Film-Noir,Mystery,1
Cover Girl,1944,3,no,6.7,5894.0,movie,107.0,Comedy,Music,Musical,1
Since You Went Away,1944,3,no,7.5,5063.0,movie,177.0,Drama,Romance,War,1
To Have and Have Not,1944,3,no,7.8,37735.0,movie,100.0,Adventure,Comedy,Film-Noir,1
I&#39;ll Be Seeing You,1944,3,no,7.1,2504.0,movie,85.0,Drama,Family,Romance,1
National Velvet,1944,3,no,7.3,7924.0,movie,123.0,Drama,Family,Sport,1
"Most Beautiful (Ichiban utsukushiku), The",1944,3,no,5.7,2358.0,movie,85.0,Drama,,,1
Lifeboat,1944,3,no,7.6,30917.0,movie,97.0,Drama,War,,1
"Three Caballeros, The",1944,0,no,6.3,15400.0,movie,71.0,Animation,Comedy,Family,0
Minstrel Man,1944,1,no,4.8,196.0,movie,67.0,Musical,,,0
A Canterbury Tale,1944,3,no,7.3,6405.0,movie,124.0,Comedy,Drama,Mystery,1
"Uninvited, The",1944,3,no,7.2,12354.0,movie,99.0,Fantasy,Horror,Mystery,1
Die Feuerzangenbowle,1944,1,no,7.7,6584.0,movie,97.0,Comedy,Family,,0
Mildred Pierce,1945,3,no,7.9,28327.0,movie,111.0,Crime,Drama,Film-Noir,1
I Know Where I&#39;m Going,1945,3,no,7.4,9675.0,movie,92.0,Drama,Romance,,1
"Seventh Veil, The",1945,3,no,6.7,2314.0,movie,94.0,Drama,Music,,1
Brief Encounter,1945,3,no,8.0,43716.0,movie,86.0,Drama,Romance,,1
Along Came Jones,1945,0,no,6.5,2387.0,movie,90.0,Comedy,Romance,Western,0
Isle of the Dead,1945,3,no,6.5,5226.0,movie,71.0,Drama,Horror,Mystery,1
"Enchanted Cottage, The",1945,3,no,7.5,3465.0,movie,91.0,Drama,Fantasy,Romance,1
"Objective, Burma!",1945,0,no,7.3,5461.0,movie,142.0,Action,Adventure,Drama,0
"Lost Weekend, The",1945,2,no,7.9,39783.0,movie,101.0,Drama,Film-Noir,,0
Detour,1945,1,no,7.3,19484.0,movie,66.0,Crime,Drama,Film-Noir,0
Spellbound,1945,3,no,7.5,51665.0,movie,111.0,Film-Noir,Mystery,Romance,1
"Rome, Open City",1945,3,no,8.0,28627.0,movie,103.0,Drama,Thriller,War,1
Scarlet Street,1945,3,no,7.7,18846.0,movie,102.0,Crime,Drama,Film-Noir,1
Children of Paradise,1945,2,no,8.3,20983.0,movie,189.0,Drama,Romance,,0
Keep Your Powder Dry,1945,3,no,6.4,597.0,movie,93.0,Drama,War,,1
"Woman in Green, The",1945,3,yes,6.6,6809.0,movie,68.0,Crime,Drama,Mystery,1
Anchors Aweigh,1945,0,no,7.0,9340.0,movie,140.0,Comedy,Fantasy,Musical,0
Thin Man Goes Home,1945,2,no,7.3,6217.0,movie,100.0,Film-Noir,Mystery,,0
"Red Dragon, The",1945,1,no,6.3,734.0,movie,64.0,Mystery,,,0
Dead of Night,1945,3,no,7.5,14043.0,movie,103.0,Drama,Horror,,1
Les dames du Bois de Boulogne,1945,3,no,7.2,4788.0,movie,86.0,Drama,Romance,,1
"Wicked Lady, The",1945,3,no,6.8,1621.0,movie,104.0,Adventure,Drama,,1
Notorious,1946,2,no,7.9,106444.0,movie,102.0,Drama,Film-Noir,Romance,0
"Harvey Girls, The",1946,3,no,7.0,4781.0,movie,102.0,Comedy,Drama,History,1
"Big Sleep, The",1946,1,no,7.9,90041.0,movie,114.0,Crime,Film-Noir,Mystery,0
"Postman Always Rings Twice, The",1946,1,no,7.4,22655.0,movie,113.0,Crime,Drama,Film-Noir,0
Stairway to Heaven,1946,0,no,8.0,24411.0,movie,104.0,Drama,Fantasy,Romance,0
Beauty and the Beast,1946,3,no,7.9,27894.0,movie,96.0,Drama,Fantasy,Romance,1
Deception,1946,0,no,7.0,4081.0,movie,115.0,Drama,Film-Noir,Music,0
Devotion,1946,3,no,6.6,1005.0,movie,107.0,Biography,Drama,Mystery,1
Two Sisters from Boston,1946,3,no,6.6,690.0,movie,112.0,Comedy,Musical,Romance,1
It&#39;s a Wonderful Life,1946,3,yes,8.6,495231.0,movie,130.0,Drama,Family,Fantasy,1
"Jolson Story, The",1946,1,no,7.2,1754.0,movie,128.0,Biography,Drama,Music,0
Gilda,1946,0,no,7.6,34910.0,movie,110.0,Drama,Film-Noir,Romance,0
"Strange Woman, The",1946,3,no,6.5,2409.0,movie,100.0,Drama,Romance,Thriller,1
My Darling Clementine,1946,1,no,7.7,25536.0,movie,97.0,Drama,Romance,Western,0
"Best Years of Our Lives, The",1946,2,no,8.1,69812.0,movie,170.0,Drama,Romance,War,0
Dressed to Kill,1946,3,no,6.8,6846.0,movie,76.0,Crime,Mystery,,1
Duel in the sun,1946,2,no,6.7,9407.0,movie,146.0,Drama,Romance,Western,0
"Chase, The",1946,1,no,6.4,2555.0,movie,86.0,Crime,Film-Noir,Romance,0
Song of the South,1946,2,no,6.9,15092.0,movie,94.0,Animation,Comedy,Family,0
Terror by Night,1946,1,no,6.7,6831.0,movie,60.0,Crime,Drama,Film-Noir,0
"Dark Corner, The",1946,1,no,7.1,5122.0,movie,99.0,Crime,Drama,Film-Noir,0
"Stranger, The",1946,3,no,7.3,28516.0,movie,95.0,Crime,Drama,Film-Noir,1
Make Mine Music,1946,1,no,6.2,4883.0,movie,75.0,Adventure,Animation,Comedy,0
"Years Between, The",1946,3,no,6.7,199.0,movie,88.0,Drama,,,1
Great Expectations,1946,2,no,7.8,26152.0,movie,118.0,Adventure,Drama,Mystery,0
Black Narcissus,1947,3,no,7.7,27342.0,movie,101.0,Drama,,,1
"Exile, The",1947,1,no,6.6,554.0,movie,95.0,Adventure,Romance,,0
